氏族名,氏族英語名,標語,典型的な元人間像,氏族の詳細概要,内なる獣の衝動,氏族の呪い,狂乱の性質,取得可能な訓え一覧,訓え名,訓えの概要説明,ドット数,パワー名,系統・種別,発動タイプ,使用能力値,発動コスト,抵抗/難易度,射程/距離,持続時間,パワー概要,効果とルールの詳細 (日本語),成熟ルール (上位ドット時の強化),Rules_Description (英語原文),Maturing_Rules (英語原文)
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,1,震動の手 (Vibrating Hands),1-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),即時 (Instant),手を高速振動させ、触れるだけで鍵や固形物を瞬時に粉砕する。,両手を極超音速で振動させ、触れた鍵を破壊し、窓ガラスを粉砕し、コンクリートに亀裂を入れる。,"•••: 強化鋼鉄製の特殊錠前をも粉砕できる。
•••••: 装甲化されたエンジンブロックすらも粉々に破壊できる。","Vibrate your hands at hyperspeed to shatter locks, shatter glass, or crack concrete with a single touch.","•••: Destroys reinforced steel locks.
•••••: Can shatter armored engine blocks."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,瞬動 (Blink),2-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),目にも留まらぬ速度で移動し、中距離を一瞬で駆け抜ける。,瞬きの間に中距離（Medium）までの距離を疾走する。目撃者からは、術者がその場から消え去り、一瞬で目的地に現れたように見える。,"•••: 長距離（Long）までの距離を一瞬で移動できるようになる。
•••••: 移動時に同行者1人を抱えて共にブリンク移動できる。",Move up to Medium distance in the blink of an eye. Observers see you vanish and reappear instantly.,"•••: Move up to Long distance.
•••••: Can carry a passenger while blinking."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,神速の作業 (Rush Job),2-dot Mental Celerity,アクション (Action),精神: 機知 (Wits),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),複雑な手作業（ピッキング、武器組立、捜索等）を数秒で完了する。,ピッキング、銃器の分解組立、部屋の捜索など、本来なら数分から数十分を要する精密な物理作業を、わずか数秒で完璧に完了させる。,"•••: 数時間かかる膨大な作業をわずか1分で完了させることができる。
•••••: 暗号化された複雑な文書を一瞬で解読・筆写できる。","Complete complex manual tasks (picking locks, assembling weapons, searching a room) in mere seconds rather than minutes.","•••: Complete hours of work in one minute.
•••••: Decipher encrypted text in moments."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,優雅なる身のこなし (Willful Grace),2-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),意志力1点 (1 Willpower),なし (None),術者自身 (Self),1シーン (One scene),軽業・平衡感覚のテストで自動成功を得て、滑らかに移動する。,アクロバット、敏捷性、平衡感覚に関するテストで自動成功を獲得し、あらゆる悪路や危険な地形を一切の滞りなく優雅に滑走する。,"•••: 転倒（足払い）や組み付き攻撃に対して完全な耐性を得る。
•••••: 莫大な距離を羽毛のように軽々と跳躍できる。","Gain automatic successes on acrobatics, agility, and balance tests, gliding effortlessly through hazardous terrain.","•••: Immune to being tripped or grappled.
•••••: Can leap enormous distances effortlessly."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,3,残像の突破 (Blurred Passage),3-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),即時 (Instant),分子レベルで肉体を高速振動させ、壁や扉をすり抜ける。,肉体の分子振動を極限まで加速させることで、固体の壁や強固な扉を傷つけることなくそのまま通り抜ける。,•••••: 銀行の金庫扉のような軍事規格の強化装甲壁をもすり抜けられる。,Vibrate your molecules so fast that you phase through a solid wall or door without damage.,•••••: Can phase through bank-grade reinforced barriers.
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,3,闘士の捷速 (Fighter's Alacrity),3-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),1ターン (One turn),1戦闘ラウンド中に2回分の完全な手番を行い、連続行動する。,他者が反応する隙を与えず、1つの戦闘ラウンド中に完全な2回の手番（移動およびアクション）を実行する。,•••••: 1戦闘ラウンド中に3回分の完全な手番を実行可能になる。,"Take two full turns in a single combat round, moving and attacking before others can react.",•••••: Take three full turns in a combat round.
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,1,不死者の忍耐 (Endurance of the Grave),1-dot Physical Fortitude,アクション (Action),肉体: 持久力 (Stamina),なし (None),なし (None),術者自身 (Self),1シーン (One scene),肉体の痛みを完全に無視し、負傷による全ペナルティを無効化する。,死せる肉体ゆえに肉体的苦痛を感じなくなる。負傷や肉体ダメージによって発生するすべてのダイスペナルティを完全に無視する。,なし,Your dead flesh feels no pain. Ignore all dice penalties resulting from physical damage and wounds.,None
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,1,強靭なる血の治癒 (Resilient Blood),1-dot Physical Fortitude,リアクション (Reaction),肉体: 持久力 (Stamina),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),骨折や深い傷口を瞬時に修復し、肉体を急速再生する。,折れた骨を繋ぎ合わせ、引き裂かれた傷口を瞬時に塞ぎ、物理攻撃によって失われた耐久力を超自然の血で即座に回復する。,"•••: 破滅的（Aggravated）ダメージすらも即座に修復可能となる。
•••••: 切断された指や抉られた眼球をも一瞬で再生させる。","Mend broken bones and close gaping wounds instantly, recovering Vitae lost to physical attacks.","•••: Mend aggravated damage.
•••••: Regrow severed digits or eyes instantly."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,1,不屈の肉体 (Unyielding Flesh),1-dot Physical Fortitude,アクション (Action),肉体: 持久力 (Stamina),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),1シーン (One scene),皮膚を防弾石のように硬化させ、装甲値を高める。,皮膚を超自然的に硬化させ、刀剣や銃弾に対する装甲値に［フォーティチュードのドット数］を加える。,"•••: 小口径の銃弾を完全に弾き返し、無力化する。
•••••: 高威力のライフル弾や装甲貫通弾の直撃すらものともせず耐え抜く。",Skin hardens into ballistic stone. Add Fortitude dots to armor value against all physical attacks.,"•••: Completely immune to small caliber bullets.
•••••: Shrug off high-caliber rifle rounds."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,2,陽光への抵抗 (Defy Sunlight),2-dot Physical Fortitude,アクション (Action),肉体: 持久力 (Stamina),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),訓えドット数に等しいターン数 (Turns = dots),日光の直撃に耐え、即座の炎上を防いでダメージを軽減する。,日光の熱情に耐え抜き、即座に激しく炎上することを防ぐ。日光による破滅的ダメージを通常ダメージへと格下げして耐え忍ぶ。,"•••: 数分間にわたって日光の下で活動できるようになる。
•••••: 最大1時間にわたって白昼の陽光の下で行動できるようになる。",Endure the touch of daylight without immediately burning. Downgrade sunlight damage to normal damage.,"•••: Can operate in sunlight for minutes.
•••••: Can operate in sunlight for one hour."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,2,精神の城塞 (Fortify the Mind),2-dot Mental Fortitude,リアクション (Reaction),精神: 決意 (Resolve),意志力1点 (1 Willpower),なし (None),術者自身 (Self),1シーン (One scene),精神の防御壁を固め、ドミネイトや心理攻撃への抵抗力を高める。,意志の城壁を築き、ドミネイト（支配）、プレゼンス（威厳）、および心理的マインドコントロールに対する抵抗判定プールに［フォーティチュードのドット数］を加える。,なし,"Add Fortitude dots to resistance pools against Dominate, Presence, and psychological manipulation.",None
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,2,武器砕き (Shatter Weapon),2-dot Physical Fortitude,リアクション (Reaction),肉体: 持久力 (Stamina),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),武器で殴打された際、その衝撃を跳ね返して武器を粉砕する。,近接武器による攻撃を受けた際、その衝撃エネルギーをそのまま攻撃者の武器へと跳ね返し、接触した武器を瞬時に粉々に砕き散らす。,"•••: 超自然の魔法や魔力を帯びた武器すらも粉砕できる。
•••••: 受けた攻撃ダメージをそのまま攻撃者へと反射する。","When struck by a melee weapon, the force rebounds, shattering the weapon into fragments.","•••: Shatters enchanted weapons.
•••••: Reflects damage back to attacker."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,フォーティチュード (堅牢・不屈),肉体を岩石や防弾板のように硬化させ、痛みや傷を瞬時に克服し、日光や致死ダメージにすら耐え抜く不死の耐久力の訓え。,3,装甲要塞 (Armored Fortress),3-dot Physical Fortitude,アクション (Action),肉体: 持久力 (Stamina),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),1シーン (One scene),全身を不壊のダイヤモンドのように硬化し、受ける全ダメージを半減する。,全身の肉体を金剛石のごとく硬化させ、あらゆる出所から受けるすべてのダメージを半分に切り捨てる。,•••••: いかなる攻撃に対しても、受けるダメージの最初の3ポイントを完全に無視する。,Skin turns into impenetrable impenetrable diamond. Halve all incoming damage from all sources.,•••••: Ignore the first 3 points of any damage.
