氏族名,氏族英語名,標語,典型的な元人間像,氏族の詳細概要,内なる獣の衝動,氏族の呪い,狂乱の性質,取得可能な訓え一覧,訓え名,訓えの概要説明,ドット数,パワー名,系統・種別,発動タイプ,使用能力値,発動コスト,抵抗/難易度,射程/距離,持続時間,パワー概要,効果とルールの詳細 (日本語),成熟ルール (上位ドット時の強化),Rules_Description (英語原文),Maturing_Rules (英語原文)
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,1,震動の手 (Vibrating Hands),1-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),即時 (Instant),手を高速振動させ、触れるだけで鍵や固形物を瞬時に粉砕する。,両手を極超音速で振動させ、触れた鍵を破壊し、窓ガラスを粉砕し、コンクリートに亀裂を入れる。,"•••: 強化鋼鉄製の特殊錠前をも粉砕できる。
•••••: 装甲化されたエンジンブロックすらも粉々に破壊できる。","Vibrate your hands at hyperspeed to shatter locks, shatter glass, or crack concrete with a single touch.","•••: Destroys reinforced steel locks.
•••••: Can shatter armored engine blocks."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,瞬動 (Blink),2-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),目にも留まらぬ速度で移動し、中距離を一瞬で駆け抜ける。,瞬きの間に中距離（Medium）までの距離を疾走する。目撃者からは、術者がその場から消え去り、一瞬で目的地に現れたように見える。,"•••: 長距離（Long）までの距離を一瞬で移動できるようになる。
•••••: 移動時に同行者1人を抱えて共にブリンク移動できる。",Move up to Medium distance in the blink of an eye. Observers see you vanish and reappear instantly.,"•••: Move up to Long distance.
•••••: Can carry a passenger while blinking."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,神速の作業 (Rush Job),2-dot Mental Celerity,アクション (Action),精神: 機知 (Wits),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),複雑な手作業（ピッキング、武器組立、捜索等）を数秒で完了する。,ピッキング、銃器の分解組立、部屋の捜索など、本来なら数分から数十分を要する精密な物理作業を、わずか数秒で完璧に完了させる。,"•••: 数時間かかる膨大な作業をわずか1分で完了させることができる。
•••••: 暗号化された複雑な文書を一瞬で解読・筆写できる。","Complete complex manual tasks (picking locks, assembling weapons, searching a room) in mere seconds rather than minutes.","•••: Complete hours of work in one minute.
•••••: Decipher encrypted text in moments."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,優雅なる身のこなし (Willful Grace),2-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),意志力1点 (1 Willpower),なし (None),術者自身 (Self),1シーン (One scene),軽業・平衡感覚のテストで自動成功を得て、滑らかに移動する。,アクロバット、敏捷性、平衡感覚に関するテストで自動成功を獲得し、あらゆる悪路や危険な地形を一切の滞りなく優雅に滑走する。,"•••: 転倒（足払い）や組み付き攻撃に対して完全な耐性を得る。
•••••: 莫大な距離を羽毛のように軽々と跳躍できる。","Gain automatic successes on acrobatics, agility, and balance tests, gliding effortlessly through hazardous terrain.","•••: Immune to being tripped or grappled.
•••••: Can leap enormous distances effortlessly."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,3,残像の突破 (Blurred Passage),3-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),即時 (Instant),分子レベルで肉体を高速振動させ、壁や扉をすり抜ける。,肉体の分子振動を極限まで加速させることで、固体の壁や強固な扉を傷つけることなくそのまま通り抜ける。,•••••: 銀行の金庫扉のような軍事規格の強化装甲壁をもすり抜けられる。,Vibrate your molecules so fast that you phase through a solid wall or door without damage.,•••••: Can phase through bank-grade reinforced barriers.
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,3,闘士の捷速 (Fighter's Alacrity),3-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),1ターン (One turn),1戦闘ラウンド中に2回分の完全な手番を行い、連続行動する。,他者が反応する隙を与えず、1つの戦闘ラウンド中に完全な2回の手番（移動およびアクション）を実行する。,•••••: 1戦闘ラウンド中に3回分の完全な手番を実行可能になる。,"Take two full turns in a single combat round, moving and attacking before others can react.",•••••: Take three full turns in a combat round.
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,畏怖のオーラ (Awe),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),なし (None),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),圧倒的なカリスマを放ち、周囲の者を魅了して反抗心を奪う。,強烈な超自然的オーラを放ち、周囲の視線と関心を一身に集める。目撃者は術者の魅力に心を奪われ、発言の一言一句に聞き惚れて敵対心を失う。,なし,"Radiate intense supernatural allure. Onlookers are captivated, hanging on your every word.",None
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,威圧の眼差し (Dread Gaze),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),なし (None),対象の平静 (Target's Composure),視線が通る距離 (Line of sight),1シーン (One scene),捕食者の威容を眼差しで示し、対象を恐怖に震え上がらせて逃走させる。,魂の奥底に潜む恐るべき怪物の本質を一瞥によって露わにし、指定した対象を盲目的な恐怖に陥れてその場から逃走させる。,"•••: 対象が恐怖のあまりその場に硬直・麻痺する。
•••••: 対象が恐怖で失神するか、心停止ショックを起こす。","Reveal the monstrous predator within your soul, sending a chosen target fleeing in blind terror.","•••: Target is paralyzed with dread.
•••••: Target faints or suffers heart attack."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,情動の増幅 (Impassion),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),対象の特定の感情（怒り、愛欲、悲哀、狂喜等）を強烈に煽り立てる。,対象の特定の感情（激怒、情欲、悲嘆、歓喜など）を増幅・刺激し、理性を失わせて衝動的な行動へと駆り立てる。,"•••: 単一の対象だけでなく、群衆全体に感情を波及させる。
•••••: 対象を狂信的な行動へと駆り立てる。","Amplify a specific emotion (rage, lust, grief, joy) in a target, driving them to erratic behavior.","•••: Affects crowds.
•••••: Drives target to fanatical action."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,魅惑の視線 (Captivating Gaze),2-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),対象の決意 (Target's Resolve),アイコンタクト/目を合わせた状態 (Eye contact),集中維持中 (Sustained),強烈な見つめ合いで対象をその場に硬直させ、発言や行動を封じる。,対象と視線を交差させ、その場に釘付けにする。術者が視線を維持している限り、対象は一歩も動けず、声を発することもできない。,"•••: 簡単な手招きや身振りによって対象を誘導できる。
•••••: 対象を深い催眠トランス状態に沈め込む。","Lock eyes with a victim, freezing them in place. They cannot move or speak as long as you maintain eye contact.","•••: Target obeys simple hand gestures.
•••••: Target falls into deep trance."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,平穏の回復 (Compose Yourself),2-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),意志力1点 (1 Willpower),なし (None),接触 (Touch),1シーン (One scene),触れた味方の恐怖や狂乱を瞬時に鎮め、冷静さを取り戻させる。,味方に手を触れることで、恐怖狂乱や激怒狂乱に陥っている対象を即座に正気に引き戻し、平穏と自制心を回復させる。,"•••: 人間に超自然的な勇気と平穏を植え付ける。
•••••: 失われた意志力（Willpower）を回復させる。","Touch an ally to immediately snap them out of terror or frenzy, restoring their calm and composure.","•••: Instills unnatural bravery in mortals.
•••••: Restores lost Willpower."
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,残留する存在感 (Lingering Presence),2-dot Social Presence,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),1夜 (One night),部屋や場所に畏怖や魅了のオーラを刻印し、退室後も影響を与える。,退室後も長時間にわたり、自らのカリスマや恐怖の残留オーラをその場所に残し、足を踏み入れた者に影響を与える。,なし,Leave an aura of awe or fear in a room that affects anyone who enters hours after you leave.,None
トレアドール,Toreador,美は永遠であり、それへの我らの渇望もまた永遠である。,前衛芸術家、ファッションデザイナー、スーパーモデル、画廊オーナー、ポップアイドル、辛口の美術批評家,「薔薇の氏族」として知られるトレアドールは、美こそが永遠の命を生きる唯一の価値であると信じています。芸術、情熱、歓喜、そして苦悶のすべてを極限まで感じ取ることによってのみ、不死者が陥る無感動の腐敗を防ぐことができると考えます。彼らは人間と吸血鬼の上流社交界の頂点に君臨し、流行を作り出し、一瞥で他者の評価を天国にも地獄にも落とす審美眼とカリスマを誇ります。,偶像 / 執念深き職人 (Obsessive Artisan): 美、完璧さ、圧倒的な感情の高まりに魅了されます。卓越した芸術を創造し、崇高な傑作や感情に触れ、人々からの熱狂的な称賛を浴びることで獣を満たします。,美への飢え (Starved for Beauty): 超自然的な美的感受性が極めて過敏です。殺風景、不潔、工業的、または美的優雅さに欠ける環境に置かれると血が衰弱し、全ダイスプールに［世代修正値］分のペナルティを受けます。,執着 (Obsession): 周囲にある美しい物体、人物、芸術的パフォーマンスに完全に心を奪われ固執します。周囲に美しいものが存在しない場合は、感性を害した下品で醜い要素を破壊しようと激昂します。,予見（Auspex）、迅速（Celerity）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,3,心酔 (Entrancement),3-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),2ヴィータイ (2 Vitae),対象の決意 (Target's Resolve),視線が通る距離 (Line of sight),1夜 (One night),対象を熱狂的な崇拝者に仕立て上げ、喜んで命令を聞き入れさせる。,対象の心を深く魅了し、術者を最も敬愛する存在として信奉させる。対象は術者からのあらゆる願いや要求を喜んで実行する。,•••••: 効果が数週間から数ヶ月間にわたって持続する。,"Enthrall a subject so deeply that they regard you as their most beloved idol, obeying requests gladly.",•••••: Lasts for weeks or months.
