氏族名,氏族英語名,標語,典型的な元人間像,氏族の詳細概要,内なる獣の衝動,氏族の呪い,狂乱の性質,取得可能な訓え一覧,訓え名,訓えの概要説明,ドット数,パワー名,系統・種別,発動タイプ,使用能力値,発動コスト,抵抗/難易度,射程/距離,持続時間,パワー概要,効果とルールの詳細 (日本語),成熟ルール (上位ドット時の強化),Rules_Description (英語原文),Maturing_Rules (英語原文)
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,1,野性の直感 (Bestial Instinct),1-dot Mental Animalism,アクション (Action),精神: 機知 (Wits),意志力1点 (1 Willpower),なし (None),術者自身 (Self),1シーン (One scene),短距離内にある吸血鬼や超自然の気配を直感的に感知する。,野性の感覚を研ぎ澄まし、短距離内にある他の吸血鬼や超自然的存在の気配を本能的に探知する。超自然を感知するための〈覚知〉および〈調査〉テストに［アニマリズムのドット数］を加える。,なし,Hone senses to instinctively detect other vampires and supernatural beings within Short distance. Add dots in Animalism to Awareness and Investigation tests to detect the supernatural.,None
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,1,甘き囁き (Sweet Whispers),1-dot Social Animalism,アクション (Action),社会: カリスマ (Charisma),なし (None),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),動物と心を通わせ、簡単な命令や任務を実行させる。,動物と意思疎通を行い、簡単な命令を下して従わせる。対象の動物は術者を同盟者または群れのリーダー（アルファ）として認識する。,"•••: 同時に最大3匹の動物に命令を下すことができる。
•••••: 動物の群れやスウォーム全体に命令を下すことができる。",Communicate with and command an animal to perform a simple task. The animal views you as an ally or alpha.,"•••: Compel up to 3 animals at once.
•••••: Compel a pack or swarm."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,2,動物の伝令 (Animal Messenger),2-dot Social Animalism,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),近距離 (Near),伝令完了まで (Until delivered),動物にメッセージを託し、指定した相手へ届けさせる。,動物に口頭のメッセージまたは精神的イメージを吹き込み、都市内の指定された受取人のもとへと届けるよう送り出す。,"•••: 都市間や広大な荒野を越えてメッセージを届けることができる。
•••••: メッセージ到達時に動物の視覚を通じて周囲の状況を確認できる。",Imbue an animal with a spoken message or mental image and send it to a designated recipient within the city.,"•••: The animal can travel across cities or wilderness.
•••••: You can view through the animal's eyes upon delivery."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,2,野性の呼び声 (Call of the Wild),2-dot Social Animalism,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),なし (None),中距離 (Medium),1シーン (One scene),特定の種類の動物を咆哮で呼び集める。,超自然的な遠吠えや呼び声を放ち、付近にいる特定の種族の動物（犬、ネズミ、鳥など）を術者の居場所へと一斉に集結させる。,"•••: 通常の半分の時間で動物たちが集結する。
•••••: 都市の1つの区画（ディストリクト）全体の動物を呼び集める。","Let out a supernatural howl or call that summons all nearby animals of a specific species (dogs, rats, birds) to your location.","•••: Animals arrive in half the time.
•••••: Summons all animals within an entire city district."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,2,野性の爪 (Feral Claws),2-dot Physical Animalism,アクション (Action),肉体: 筋力 (Strength),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),1シーン (One scene),爪や牙を鋭利に伸ばし、素手攻撃で破滅的ダメージを与える。,手足の爪や牙が鋭利かつ凶悪な獣の鉤爪へと伸長する。素手による〈格闘〉攻撃が、人間および吸血鬼に対して破滅的（Aggravated）ダメージを与えるようになる。,"•••: 爪攻撃に装甲貫通（アーマーピアッシング）特性が付与される。
•••••: 爪攻撃を受けた傷口に出血が継続する追加効果が付与される。","Your nails or fangs lengthen into vicious, razor-sharp claws. Your unarmed brawl attacks deal Aggravated damage to mortals and Kindred.","•••: Claws gain armor-piercing quality.
•••••: Claws cause lingering bleed damage."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,3,獣化 (Beast Shape),3-dot Physical Animalism,アクション (Action),肉体: 持久力 (Stamina),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),1シーン (One scene),肉体を自身と同等質量の動物へと完全に変身させる。,自身の肉体を、質量が同等程度の動物（狼、大型犬、ピューマ、大フクロウなど）へと完全に変化させる。その動物の身体的特徴や感覚を獲得する。,•••••: 小型動物（コウモリ、ネズミ）や大型の猛獣（熊など）にも変身可能となる。,"Transform your body completely into an animal roughly equivalent in mass (wolf, large dog, panther, great owl). Gain animal's physical traits.","•••••: Can transform into small animals (bat, rat) or huge beasts (bear)."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,3,獣の大群 (Plague of Beasts),3-dot Social Animalism,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),対象の平静 (Target's Composure),中距離 (Medium),1シーン (One scene),小動物の大群を指揮し、標的を執拗に襲撃・妨害させる。,ネズミ、昆虫、ハトなどの小動物の群れを操り、指定した対象に執拗に群がらせ、視界を塞ぎ、噛みつかせ、行動に厳しいダイスペナルティを課す。,•••••: 群れが毎ターン対象に致死ダメージを与えるようになる。,"Command swarms of small beasts (rats, insects, pigeons) to relentlessly harass, blind, and bite a designated target, imposing severe dice penalties.",•••••: Swarm deals lethal damage each turn.
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,1,猫の身のこなし (Cat's Grace),1-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),なし (None),なし (None),術者自身 (Self),1ターン (One turn),驚異的な平衡感覚を得て、細い足場や不安定な瓦礫の上を疾走する。,超自然的なバランス感覚を発揮し、ワイヤーの上、狭い突起、崩れやすい足場の上を一切転落することなく高速で走り抜ける。,"•••: 短時間であれば垂直な壁面を駆け上がることができる。
•••••: 水面や液体の表面を沈まずに駆け抜けることができる。","Move with supernatural balance, running across wires, narrow ledges, or unstable debris without falling.","•••: Can run across vertical walls for short bursts.
•••••: Can run across liquids."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,1,敏捷なる反射 (Rapid Reflexes),1-dot Physical Celerity,リアクション (Reaction),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),1ターン (One turn),神速の反射神経で身を躱し、あらゆる攻撃の防御テストを強化する。,超人的な反射速度で迫り来る攻撃を回避する。あらゆる物理攻撃に対する自身の防御プールに［セレリティのドット数］を加える。,"•••: 遮蔽物のない状態でも銃弾を回避することができる。
•••••: 回避した銃弾や投擲物の弾道を逸らして別の方向へ弾くことができる。",Dodge incoming attacks with preternatural speed. Add dots in Celerity to your defense pools against physical attacks.,"•••: Can dodge bullets without cover.
•••••: Can redirect missed projectile attacks."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,1,震動の手 (Vibrating Hands),1-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),即時 (Instant),手を高速振動させ、触れるだけで鍵や固形物を瞬時に粉砕する。,両手を極超音速で振動させ、触れた鍵を破壊し、窓ガラスを粉砕し、コンクリートに亀裂を入れる。,"•••: 強化鋼鉄製の特殊錠前をも粉砕できる。
•••••: 装甲化されたエンジンブロックすらも粉々に破壊できる。","Vibrate your hands at hyperspeed to shatter locks, shatter glass, or crack concrete with a single touch.","•••: Destroys reinforced steel locks.
•••••: Can shatter armored engine blocks."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,瞬動 (Blink),2-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),目にも留まらぬ速度で移動し、中距離を一瞬で駆け抜ける。,瞬きの間に中距離（Medium）までの距離を疾走する。目撃者からは、術者がその場から消え去り、一瞬で目的地に現れたように見える。,"•••: 長距離（Long）までの距離を一瞬で移動できるようになる。
•••••: 移動時に同行者1人を抱えて共にブリンク移動できる。",Move up to Medium distance in the blink of an eye. Observers see you vanish and reappear instantly.,"•••: Move up to Long distance.
•••••: Can carry a passenger while blinking."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,神速の作業 (Rush Job),2-dot Mental Celerity,アクション (Action),精神: 機知 (Wits),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),即時 (Instant),複雑な手作業（ピッキング、武器組立、捜索等）を数秒で完了する。,ピッキング、銃器の分解組立、部屋の捜索など、本来なら数分から数十分を要する精密な物理作業を、わずか数秒で完璧に完了させる。,"•••: 数時間かかる膨大な作業をわずか1分で完了させることができる。
•••••: 暗号化された複雑な文書を一瞬で解読・筆写できる。","Complete complex manual tasks (picking locks, assembling weapons, searching a room) in mere seconds rather than minutes.","•••: Complete hours of work in one minute.
•••••: Decipher encrypted text in moments."
ギャンレル,Gangrel,凶暴さこそが、真実と知恵への道である。,原野のサバイバリスト、密猟者、バイカー、放浪の遊牧民、野性のプレデター,ギャンレルは、真の自由とは抱擁によってもたらされた「狩人」であり「獣」である己の姿をそのまま受け入れることから生まれると説きます。内なる獣は血の侵入者ではなく、その最も純粋な表現であり、その野性を理解することこそが真の生存の道であると考えます。多くのギャンレルは都市の欺瞞や宮廷の政治を嫌って辺境や荒野を放浪し、都市に残る者もコンクリートのジャングルの中で孤高の頂点捕食者として縄張りを守ります。,野性的 (Embraced Beast): 文明の制約から解き放たれ、捕食者の本能に従って行動することを求めます。単独で狩りを行い、縄張りを主張・防衛し、野生の論理に従うことで獣を満たします。,受け入れられし獣 (Feral Feature): 狂乱するたびに獣の痕跡（牙、爪、毛皮、裂けた瞳など）が肉体に現れます。この特徴が消えるまでの間、人間として振る舞う判定や人間との社会的交渉の難易度が［世代修正値］分上昇します。,野性の衝動 (Feral Impulses): 理性の一切を失い、完全に動物の本能に支配されます。道具や言語、精神系・社会系の訓えの使用が不能となり、物理攻撃に［世代修正値］のボーナスを得る一方、防御判定に同値のペナルティを受けます。,動物使役（Animalism）、迅速（Celerity）、堅牢（Fortitude）の3つの訓えを標準で習得可能です。,セレリティ (迅速・疾駆),超人的な反射速度、瞬発力、時間感覚の加速を可能にする神速の訓え。目にも留まらぬ速度で移動し、攻撃を回避し、複数回の手番を行う。,2,優雅なる身のこなし (Willful Grace),2-dot Physical Celerity,アクション (Action),肉体: 敏捷力 (Dexterity),意志力1点 (1 Willpower),なし (None),術者自身 (Self),1シーン (One scene),軽業・平衡感覚のテストで自動成功を得て、滑らかに移動する。,アクロバット、敏捷性、平衡感覚に関するテストで自動成功を獲得し、あらゆる悪路や危険な地形を一切の滞りなく優雅に滑走する。,"•••: 転倒（足払い）や組み付き攻撃に対して完全な耐性を得る。
•••••: 莫大な距離を羽毛のように軽々と跳躍できる。","Gain automatic successes on acrobatics, agility, and balance tests, gliding effortlessly through hazardous terrain.","•••: Immune to being tripped or grappled.
•••••: Can leap enormous distances effortlessly."
