氏族名,氏族英語名,標語,典型的な元人間像,氏族の詳細概要,内なる獣の衝動,氏族の呪い,狂乱の性質,取得可能な訓え一覧,訓え名,訓えの概要説明,ドット数,パワー名,系統・種別,発動タイプ,使用能力値,発動コスト,抵抗/難易度,射程/距離,持続時間,パワー概要,効果とルールの詳細 (日本語),成熟ルール (上位ドット時の強化),Rules_Description (英語原文),Maturing_Rules (英語原文)
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,オブファスケイト (隠匿・隠密),周囲の知覚を幻惑して影に溶け込み、姿や音を完全に消し去り、自らの外見を別人に偽装する欺瞞と隠密の訓え。,1,死の静寂 (Silence of Death),1-dot Mental Obfuscate,アクション (Action),肉体: 敏捷力 (Dexterity),なし (None),なし (None),術者自身 (Self),1シーン (One scene),足音、衣服の擦れる音、銃撃音に至るまで全動作の音を消し去る。,自身のあらゆる動作から発せられる音を完全に消去する。足音、衣服の擦れ、呼吸音、さらには手にした銃の銃撃音すら完全な無音となる。,"•••: 部屋全体の音響を吸収し、完全な静寂を作り出す。
•••••: 音の一切が存在しない絶対的な真空の静寂域を展開する。","Completely silence your footsteps, breathing, rustling clothes, and gunshots fired from your hands.","•••: Muffles sounds in an entire room.
•••••: Absolute vacuum of sound."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,オブファスケイト (隠匿・隠密),周囲の知覚を幻惑して影に溶け込み、姿や音を完全に消し去り、自らの外見を別人に偽装する欺瞞と隠密の訓え。,2,二重言語 (Double Talk),2-dot Social Obfuscate,アクション (Action),社会: 操作力 (Manipulation),なし (None),なし (None),近距離 (Near),1回の会話中 (One conversation),日常会話を交わしながら、特定人物にのみ秘密の暗号を伝える。,周囲には他愛のない世間話をしているように聞かせながら、指定した特定の聞き手に対してのみ、全く異なる秘密のメッセージを伝達する。,なし,"Converse normally while transmitting completely different, secret messages to designated listeners.",None
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,オブファスケイト (隠匿・隠密),周囲の知覚を幻惑して影に溶け込み、姿や音を完全に消し去り、自らの外見を別人に偽装する欺瞞と隠密の訓え。,2,虚飾の金 (Fool's Gold),2-dot Mental Obfuscate,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),1シーン (One scene),紙切れを通行証や札束に見せかけるなど、小物の外見を偽装する。,手にした小物の外見を超自然的に偽装する（例：ただの紙屑を有効なセキュリティパスや札束のように見せかける）。,"•••: 偽装の効果が数日間にわたって持続する。
•••••: ガラクタを本物の金塊や高価な宝石のように偽装できる。",Supernaturally disguise an object (e.g. a scrap of paper appears as a valid security pass or cash).,"•••: Disguise lasts for days.
•••••: Object appears as valuable gold or jewels."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,オブファスケイト (隠匿・隠密),周囲の知覚を幻惑して影に溶け込み、姿や音を完全に消し去り、自らの外見を別人に偽装する欺瞞と隠密の訓え。,2,幻覚の幻惑 (Mind Tricks),2-dot Mental Obfuscate,アクション (Action),精神: 機知 (Wits),意志力1点 (1 Willpower),対象の機知 (Target's Wits),視線が通る距離 (Line of sight),1シーン (One scene),幻聴や幻視を相手の頭脳に送り、注意を逸らしてパニックに陥れる。,特定の観察者の精神に直接感覚のイリュージョン（足音、物音、影の幻惑）を投影し、注意を逸らして警戒を解かせるか混乱させる。,なし,"Project sensory illusions that distract, misdirect, or panic an individual observer.",None
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,オブファスケイト (隠匿・隠密),周囲の知覚を幻惑して影に溶け込み、姿や音を完全に消し去り、自らの外見を別人に偽装する欺瞞と隠密の訓え。,3,悪夢の現実化 (Horrid Reality),3-dot Mental Obfuscate,アクション (Action),社会: 操作力 (Manipulation),2ヴィータイ (2 Vitae),対象の決意 (Target's Resolve),近距離 (Near),1シーン (One scene),炎上や怪物の襲撃などの圧倒的錯覚を与え、幻覚ダメージを負わせる。,対象に「炎に包まれて焼かれている」「怪物に引き裂かれている」という恐るべき幻覚を信じ込ませ、精神的なショックによって幻の傷とダメージを負わせる。,•••••: 幻覚が対象の肉体に本物の致死ダメージを与えるようになる。,"Make a target believe they are burning alive or being mauled by monsters, suffering phantom damage.",•••••: Illusion deals real lethal damage to the target.
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,オブファスケイト (隠匿・隠密),周囲の知覚を幻惑して影に溶け込み、姿や音を完全に消し去り、自らの外見を別人に偽装する欺瞞と隠密の訓え。,3,千の仮面 (Mask of a Thousand Faces),3-dot Mental Obfuscate,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),1シーン (One scene),顔、声、体格、服装の印象を変え、見知らぬ他人や特定人物に化ける。,自身の顔つき、声色、体格、服装の認識を他者の精神の中で改ざんし、目立たない見知らぬ通行人、あるいは特定の人物の外見へと偽装する。,•••••: 生体認証や網膜スキャナーなどの機械的セキュリティすらも欺く。,"Disguise your face, voice, build, and clothing to appear as an innocuous stranger or specific individual.",•••••: Disguise fools biometric and retinal scanners.
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,畏怖のオーラ (Awe),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),なし (None),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),圧倒的なカリスマを放ち、周囲の者を魅了して反抗心を奪う。,強烈な超自然的オーラを放ち、周囲の視線と関心を一身に集める。目撃者は術者の魅力に心を奪われ、発言の一言一句に聞き惚れて敵対心を失う。,なし,"Radiate intense supernatural allure. Onlookers are captivated, hanging on your every word.",None
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,威圧の眼差し (Dread Gaze),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),なし (None),対象の平静 (Target's Composure),視線が通る距離 (Line of sight),1シーン (One scene),捕食者の威容を眼差しで示し、対象を恐怖に震え上がらせて逃走させる。,魂の奥底に潜む恐るべき怪物の本質を一瞥によって露わにし、指定した対象を盲目的な恐怖に陥れてその場から逃走させる。,"•••: 対象が恐怖のあまりその場に硬直・麻痺する。
•••••: 対象が恐怖で失神するか、心停止ショックを起こす。","Reveal the monstrous predator within your soul, sending a chosen target fleeing in blind terror.","•••: Target is paralyzed with dread.
•••••: Target faints or suffers heart attack."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,情動の増幅 (Impassion),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),対象の特定の感情（怒り、愛欲、悲哀、狂喜等）を強烈に煽り立てる。,対象の特定の感情（激怒、情欲、悲嘆、歓喜など）を増幅・刺激し、理性を失わせて衝動的な行動へと駆り立てる。,"•••: 単一の対象だけでなく、群衆全体に感情を波及させる。
•••••: 対象を狂信的な行動へと駆り立てる。","Amplify a specific emotion (rage, lust, grief, joy) in a target, driving them to erratic behavior.","•••: Affects crowds.
•••••: Drives target to fanatical action."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,魅惑の視線 (Captivating Gaze),2-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),対象の決意 (Target's Resolve),アイコンタクト/目を合わせた状態 (Eye contact),集中維持中 (Sustained),強烈な見つめ合いで対象をその場に硬直させ、発言や行動を封じる。,対象と視線を交差させ、その場に釘付けにする。術者が視線を維持している限り、対象は一歩も動けず、声を発することもできない。,"•••: 簡単な手招きや身振りによって対象を誘導できる。
•••••: 対象を深い催眠トランス状態に沈め込む。","Lock eyes with a victim, freezing them in place. They cannot move or speak as long as you maintain eye contact.","•••: Target obeys simple hand gestures.
•••••: Target falls into deep trance."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,平穏の回復 (Compose Yourself),2-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),意志力1点 (1 Willpower),なし (None),接触 (Touch),1シーン (One scene),触れた味方の恐怖や狂乱を瞬時に鎮め、冷静さを取り戻させる。,味方に手を触れることで、恐怖狂乱や激怒狂乱に陥っている対象を即座に正気に引き戻し、平穏と自制心を回復させる。,"•••: 人間に超自然的な勇気と平穏を植え付ける。
•••••: 失われた意志力（Willpower）を回復させる。","Touch an ally to immediately snap them out of terror or frenzy, restoring their calm and composure.","•••: Instills unnatural bravery in mortals.
•••••: Restores lost Willpower."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,残留する存在感 (Lingering Presence),2-dot Social Presence,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),1夜 (One night),部屋や場所に畏怖や魅了のオーラを刻印し、退室後も影響を与える。,退室後も長時間にわたり、自らのカリスマや恐怖の残留オーラをその場所に残し、足を踏み入れた者に影響を与える。,なし,Leave an aura of awe or fear in a room that affects anyone who enters hours after you leave.,None
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,3,心酔 (Entrancement),3-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),2ヴィータイ (2 Vitae),対象の決意 (Target's Resolve),視線が通る距離 (Line of sight),1夜 (One night),対象を熱狂的な崇拝者に仕立て上げ、喜んで命令を聞き入れさせる。,対象の心を深く魅了し、術者を最も敬愛する存在として信奉させる。対象は術者からのあらゆる願いや要求を喜んで実行する。,•••••: 効果が数週間から数ヶ月間にわたって持続する。,"Enthrall a subject so deeply that they regard you as their most beloved idol, obeying requests gladly.",•••••: Lasts for weeks or months.
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,3,威風堂々 (Majesty),3-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),2ヴィータイ (2 Vitae),対象の決意 (Target's Resolve),近距離 (Near),1シーン (One scene),神のごとき威厳を放ち、何者も攻撃や侮辱を行えないように屈服させる。,超越的かつ恐るべき神性のオーラを身に纏う。圧倒的な畏怖を克服するテストに成功しない限り、何者も術者を攻撃したり侮辱したりすることができない。,•••••: 人間がその場にひれ伏して平伏する。,"Assume an aura of transcendent, terrible divinity. No one can attack or insult you without overcoming crushing awe.",•••••: Mortals fall prostrate on the ground.
